"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut"
"Bloye";"Elem";"ce.0740688w@ac-grenoble.fr";"74150";"Ecole primaire publique BLOYE";"Haute-Savoie";"Chef Lieu";"Public"
"Marigny-Saint-Marcel";"Elem";"ce.0740695d@ac-grenoble.fr";"74150";"Ecole primaire publique MARIGNY ST MARCEL";"Haute-Savoie";"70 Allée Jean Dunoyer De Lescheraines";"Public"
"Saint-Julien-en-Genevois";"Elem";"ce.0740704n@ac-grenoble.fr";"74160";"ECOLE ELEMENTAIRE PUBLIQUE NELSON MANDELA ST JULIEN EN GENEVOIS";"Haute-Savoie";"60 Rue Nelson Mandela";"Public"
"Bossey";"Elem";"ce.0740714z@ac-grenoble.fr";"74160";"Ecole primaire publique BOSSEY";"Haute-Savoie";"21 Rue De L'Ecole";"Public"
"Vers";"Elem";"ce.0740730s@ac-grenoble.fr";"74160";"Ecole primaire publique VERS";"Haute-Savoie";"18 Place Des 4 Jeudi";"Public"
"Viry";"Elem";"ce.0740733v@ac-grenoble.fr";"74580";"Ecole élémentaire publique Malagny VIRY";"Haute-Savoie";"122 Chemin Des Ecoles";"Public"
"Vulbens";"Elem";"ce.0740734w@ac-grenoble.fr";"74520";"Ecole primaire publique VULBENS";"Haute-Savoie";"20 Chemin De La Cure";"Public"
"Domancy";"Elem";"ce.0740742e@ac-grenoble.fr";"74700";"Ecole élémentaire publique Les Gypaetes DOMANCY";"Haute-Savoie";"11 Impasse De Becuet";"Public"
"Sallanches";"Elem";"ce.0740747k@ac-grenoble.fr";"74700";"Ecole primaire publique St Martin sur Arve SALLANCHES";"Haute-Savoie";"131 Route De Reninge";"Public"
"Verchaix";"Elem";"ce.0740763c@ac-grenoble.fr";"74440";"Ecole primaire publique Le Cadelet VERCHAIX";"Haute-Savoie";"40 Rue De L'Ecole";"Public"
"Challonges";"Elem";"ce.0740770k@ac-grenoble.fr";"74910";"Ecole primaire publique CHALLONGES";"Haute-Savoie";"155 Rue De La Combe";"Public"
"Franclens";"Elem";"ce.0740775r@ac-grenoble.fr";"74910";"Ecole primaire publique Alexandre Dumas FRANCLENS";"Haute-Savoie";"37 Chemin Des Ecoliers";"Public"
"Menthonnex-sous-Clermont";"Elem";"ce.0740776s@ac-grenoble.fr";"74270";"Ecole primaire publique Montloup MENTHONNEX SOUS CLERMONT";"Haute-Savoie";"Rue Montloup";"Public"
"Taninges";"Elem";"ce.0740779v@ac-grenoble.fr";"74440";"Ecole primaire publique De Melan TANINGES";"Haute-Savoie";"381 Avenue De Melan";"Public"
"La Rivière-Enverse";"Elem";"ce.0740790g@ac-grenoble.fr";"74440";"Ecole élémentaire publique Riparia Inversa LA RIVIERE ENVERSE";"Haute-Savoie";"26 Route De L'Ecole";"Public"
"Chevenoz";"Elem";"ce.0740800t@ac-grenoble.fr";"74500";"Ecole primaire publique CHEVENOZ";"Haute-Savoie";"62 Route Du Sablon";"Public"
"Chamonix-Mont-Blanc";"Mater";"ce.0740805y@ac-grenoble.fr";"74400";"Ecole maternelle publique Jacques Balmat CHAMONIX";"Haute-Savoie";"84 Route Benoit Couttet";"Public"
"Saint-Jorioz";"Mater";"ce.0740808b@ac-grenoble.fr";"74410";"Ecole maternelle publique ST JORIOZ";"Haute-Savoie";"103 Rue Des Ecoles";"Public"
"Thonon-les-Bains";"Elem";"ce.0740853a@ac-grenoble.fr";"74200";"Ecole primaire publique Letroz THONON-LES-BAINS";"Haute-Savoie";"Boulevard De La Corniche";"Public"
"Perrignier";"Elem";"ce.0740878c@ac-grenoble.fr";"74550";"Ecole élémentaire publique PERRIGNIER";"Haute-Savoie";"400 Impasse Kohler, Chef Lieu";"Public"
"Fillière";"Elem";"ce.0740891s@ac-grenoble.fr";"74570";"Ecole élémentaire publique Thorens Glières FILLIERE";"Haute-Savoie";"141 Rue Des Fleuries, Thorens Glieres";"Public"
"Fillière";"Elem";"ce.0740895w@ac-grenoble.fr";"74570";"Ecole primaire publique Aviernoz FILLIERE";"Haute-Savoie";"136 Route De L'Anglettaz, Aviernoz";"Public"
"Annecy";"Elem";"ce.0740926e@ac-grenoble.fr";"74007";"Ecole primaire privée Saint Michel ANNECY";"Haute-Savoie";"27 Faubourg Des Balmettes, Bp 257";"Privé"
"Annemasse";"Elem";"ce.0740947c@ac-grenoble.fr";"74100";"Ecole primaire privée Saint François ANNEMASSE";"Haute-Savoie";"11 Rue De Malbrande";"Privé"
"Boëge";"Elem";"ce.0741010w@ac-grenoble.fr";"74420";"Ecole primaire privée Le Château BOEGE";"Haute-Savoie";"108 Rue De La Vallée Verte";"Privé"
"Chamonix-Mont-Blanc";"Elem";"ce.0741012y@ac-grenoble.fr";"74400";"Ecole primaire privée Jeanne d'Arc CHAMONIX";"Haute-Savoie";"397 Promenade Marie Paradis";"Privé"
"Cruseilles";"Elem";"ce.0741021h@ac-grenoble.fr";"74350";"Ecole primaire privée Saint Maurice CRUSEILLES";"Haute-Savoie";"246 Rue Des Frères";"Privé"
"Douvaine";"Elem";"ce.0741023k@ac-grenoble.fr";"74140";"Ecole primaire privée Saint François DOUVAINE";"Haute-Savoie";"8 Route Nationale, Aubonne";"Privé"
"Le Grand-Bornand";"Elem";"ce.0741027p@ac-grenoble.fr";"74450";"Ecole primaire privée Saint Jean Baptiste LE GRAND BORNAND";"Haute-Savoie";"Chef Lieu";"Privé"
"Marcellaz-Albanais";"Elem";"ce.0741032v@ac-grenoble.fr";"74150";"Ecole primaire privée Léon Marie MARCELLAZ ALBANAIS";"Haute-Savoie";"353 Rue Des Ecoles";"Privé"
"Megève";"Elem";"ce.0741033w@ac-grenoble.fr";"74120";"Ecole primaire privée Saint Jean Baptiste MEGEVE";"Haute-Savoie";"8 Rue Du Crêt Du Midi";"Privé"
"Rumilly";"Elem";"ce.0741046k@ac-grenoble.fr";"74152";"Ecole élémentaire privée Demotz de la Salle RUMILLY";"Haute-Savoie";"2 Rue Du Collège, Bp 64";"Privé"
"Saint-Gervais-les-Bains";"Elem";"ce.0741049n@ac-grenoble.fr";"74170";"Ecole primaire privée de L'Assomption SAINT GERVAIS";"Haute-Savoie";"385 Avenue Du Mont D'Arbois";"Privé"
"Saint-Julien-en-Genevois";"Elem";"ce.0741052s@ac-grenoble.fr";"74163";"Ecole primaire privée La Présentation de Marie ST JULIEN EN GENEVOIS";"Haute-Savoie";"10 Rue Mgr Paget, Bp 87";"Privé"
"Thonon-les-Bains";"Elem";"ce.0741058y@ac-grenoble.fr";"74200";"Ecole primaire privée Saint François THONON";"Haute-Savoie";"16 Avenue D'Evian, Bp 80074";"Privé"
"Viuz-en-Sallaz";"Elem";"ce.0741066g@ac-grenoble.fr";"74250";"Ecole primaire privée Sainte Thérèse Saint Joseph VIUZ EN SALLAZ";"Haute-Savoie";"878 Avenue De Savoie";"Privé"
"Marignier";"Elem";"ce.0741080x@ac-grenoble.fr";"74970";"Ecole élémentaire publique Centre MARIGNIER";"Haute-Savoie";"63 Avenue De La Mairie";"Public"
"Marignier";"Mater";"ce.0741081y@ac-grenoble.fr";"74970";"Ecole maternelle publique Centre MARIGNIER";"Haute-Savoie";"44 Rue Des Ecoliers";"Public"
"Annecy";"Elem";"ce.0741121s@ac-grenoble.fr";"74000";"Ecole élémentaire publique La Plaine ANNECY";"Haute-Savoie";"2 Rue Des Aravis, Annecy";"Public"
"Archamps";"Elem";"ce.0741142p@ac-grenoble.fr";"74160";"Ecole primaire publique ARCHAMPS";"Haute-Savoie";"73 Route De La Place";"Public"
"Argonay";"Mater";"ce.0741143r@ac-grenoble.fr";"74370";"Ecole maternelle publique ARGONAY";"Haute-Savoie";"90 Route De L'Avenir";"Public"
"Veyrier-du-Lac";"Mater";"ce.0741152a@ac-grenoble.fr";"74290";"Ecole maternelle publique Alice Delean VEYRIER-DU-LAC";"Haute-Savoie";"Rue Des Ecoliers";"Public"
"Ville-la-Grand";"Elem";"ce.0741153b@ac-grenoble.fr";"74100";"ECOLE ELEMENTAIRE PUBLIQUE CORNIERES VILLE LA GRAND";"Haute-Savoie";"Rue Albert Hénon";"Public"
"Viuz-en-Sallaz";"Mater";"ce.0741155d@ac-grenoble.fr";"74250";"Ecole maternelle publique VIUZ-EN-SALLAZ";"Haute-Savoie";"Pré De La Cure";"Public"
"Thonon-les-Bains";"Elem";"ce.0741156e@ac-grenoble.fr";"74200";"Ecole primaire publique Les Arts THONON-LES-BAINS";"Haute-Savoie";"Square Jean Monnet";"Public"
"Sales";"Elem";"ce.0741181g@ac-grenoble.fr";"74150";"Ecole primaire publique SALES";"Haute-Savoie";"15 Chemin Des Ecoliers";"Public"
"Cluses";"Elem";"ce.0741183j@ac-grenoble.fr";"74300";"Ecole primaire publique Messy CLUSES";"Haute-Savoie";"1 Rue Des Artisans";"Public"
"Valleiry";"Elem";"ce.0741188p@ac-grenoble.fr";"74520";"ECOLE ELEMENTAIRE PUBLIQUE LES PRIMEVERES VALLEIRY";"Haute-Savoie";"141 Rue Paul Chautemps, Bp 25";"Public"
"Valleiry";"Mater";"ce.0741203f@ac-grenoble.fr";"74520";"ECOLE MATERNELLE PUBLIQUE LES PRIMEVERES VALLEIRY";"Haute-Savoie";"114  Rue Paul Chautemps";"Public"
"Cranves-Sales";"Elem";"ce.0741256n@ac-grenoble.fr";"74380";"Ecole primaire publique Roger Frison Roche CRANVES SALES";"Haute-Savoie";"42 Route Des Fontaines";"Public"
"Scionzier";"Elem";"ce.0741359a@ac-grenoble.fr";"74950";"Ecole élémentaire publique SCIONZIER";"Haute-Savoie";"4 Rue Des Ecoles";"Public"
"Collonges-sous-Salève";"Elem";"ce.0741398t@ac-grenoble.fr";"74160";"Ecole primaire privée Adventiste Maurice Tièche COLLONGES";"Haute-Savoie";"545 Chemin De Bottecreux, Bp 74";"Privé"
"Dingy-Saint-Clair";"Mater";"ce.0741428a@ac-grenoble.fr";"74230";"Ecole maternelle publique DINGY ST CLAIR";"Haute-Savoie";"65 Place De L'Église";"Public"
"Sallanches";"Elem";"ce.0741462m@ac-grenoble.fr";"74700";"Ecole élémentaire publique Le Boccard SALLANCHES";"Haute-Savoie";"164 Rue De Savoie";"Public"
"Annecy";"Elem";"ce.0741480g@ac-grenoble.fr";"74000";"Ecole primaire publique Quai Jules Philippe ANNECY";"Haute-Savoie";"Quai Jules Philippe, Annecy";"Public"
"Annemasse";"Elem";"ce.0741481h@ac-grenoble.fr";"74100";"Ecole élémentaire publique La Fontaine ANNEMASSE";"Haute-Savoie";"1 Rue Du Rhône";"Public"
"Villard";"Elem";"ce.0741483k@ac-grenoble.fr";"74420";"Ecole primaire publique Luc Fortin VILLARD";"Haute-Savoie";"1420 Route Des Alpes Du Léman";"Public"
"Annemasse";"Mater";"ce.0741534r@ac-grenoble.fr";"74100";"Ecole maternelle publique La Fontaine 	ANNEMASSE";"Haute-Savoie";"5 Avenue Du Léman";"Public"
"Lathuile";"Elem";"ce.0741544b@ac-grenoble.fr";"74210";"Ecole primaire publique De Lathuile LATHUILE";"Haute-Savoie";"32 Route Du Bout Du Lac";"Public"
"La Côte-d'Arbroz";"Mater";"ce.0741554m@ac-grenoble.fr";"74110";"Ecole maternelle publique LA COTE D ARBROZ";"Haute-Savoie";"2 Place De L'Eglise, Le Nanteau";"Public"
"Manigod";"Elem";"ce.0741637c@ac-grenoble.fr";"74230";"Ecole primaire publique Pierre Bozon Leydier MANIGOD";"Haute-Savoie";"Au Crêt";"Public"
"Vétraz-Monthoux";"Elem";"ce.0741685e@ac-grenoble.fr";"74100";"Ecole primaire publique Petit Prince VETRAZ-MONTHOUX";"Haute-Savoie";"94 A Route De Collonges";"Public"
"Sillingy";"Elem";"ce.0741713k@ac-grenoble.fr";"74330";"Ecole primaire publique Chaumontet SILLINGY";"Haute-Savoie";"32 Chemin De La Bourdaine";"Public"
"Reignier-Esery";"Elem";"ce.0741731e@ac-grenoble.fr";"74930";"Ecole primaire publique Les Vents Blancs REIGNIER ESERY";"Haute-Savoie";"209 Rue Des Vents Blancs";"Public"
"Saint-Julien-en-Genevois";"Elem";"ce.0741782k@ac-grenoble.fr";"74160";"Ecole primaire publique L'Etoile filante ST JULIEN EN GENEVOIS";"Haute-Savoie";"400 Route De Cervonnex";"Public"
"Saint-Offenge";"Elem";"ce.0730241r@ac-grenoble.fr";"73100";"Ecole primaire";"Savoie";"Lieu-Dit La Plesse";"Public"
"Saint-Ours";"Elem";"ce.0730259k@ac-grenoble.fr";"73410";"Ecole primaire Aux Mille Couleurs";"Savoie";"567 Route De La Grande Vie";"Public"
"Lescheraines";"Elem";"ce.0730308n@ac-grenoble.fr";"73340";"Ecole primaire";"Savoie";"Lieu-Dit Chef-Lieu";"Public"
"Villard-Sallet";"Elem";"ce.0730347f@ac-grenoble.fr";"73110";"Ecole primaire";"Savoie";"205 Rue De Montmayeur";"Public"
"Saint-Pierre-d'Albigny";"Mater";"ce.0730350j@ac-grenoble.fr";"73250";"Ecole maternelle";"Savoie";"410 Rue Des Ecoles, Les Frontailles";"Public"
"Allondaz";"Mater";"ce.0730390c@ac-grenoble.fr";"73200";"Ecole maternelle";"Savoie";"Lieu-Dit Chef Lieu";"Public"
"Les Belleville";"Elem";"ce.0730892y@ac-grenoble.fr";"73440";"Ecole primaire";"Savoie";"619 Route De Villarlurin";"Public"
"Novalaise";"Elem";"ce.0730937x@ac-grenoble.fr";"73470";"Ecole primaire privée Notre-Dame";"Savoie";"33 Rue Des Ecoles";"Privé"
"Chambéry";"Mater";"ce.0731047s@ac-grenoble.fr";"73000";"Ecole maternelle Vert bois";"Savoie";"117 Allée Du Vert Bois";"Public"
"Ternay";"Mater";"ce.0690157w@ac-lyon.fr";"69360";"Ecole maternelle Flevieu";"Rhône";"3 Rue Des Cités";"Public"
"Vénissieux";"Elem";"ce.0690163c@ac-lyon.fr";"69200";"Ecole élémentaire Saint-Exupéry";"Rhône";"37 Boulevard Lénine";"Public"
"Vaulx-en-Velin";"Elem";"ce.0690165e@ac-lyon.fr";"69120";"Ecole primaire Le Chat Perché";"Rhône";"43 Rue Ernest Renan";"Public"
"Saint-Priest";"Elem";"ce.0690168h@ac-lyon.fr";"69800";"Ecole primaire Claude Farrère";"Rhône";"34 Rue Claude Farrère";"Public"
"Saint-Priest";"Elem";"ce.0690170k@ac-lyon.fr";"69800";"Ecole élémentaire François Mansart";"Rhône";"6-7 Rue Des Frères Lumière";"Public"
"Sainte-Foy-lès-Lyon";"Elem";"ce.0690234e@ac-lyon.fr";"69110";"Ecole primaire La Gravière";"Rhône";"24 Avenue De Limburg";"Public"
"Craponne";"Elem";"ce.0690288n@ac-lyon.fr";"69290";"Ecole primaire privée Jeanne d'Arc";"Rhône";"15 Rue Centrale";"Privé"
"Irigny";"Elem";"ce.0690304f@ac-lyon.fr";"69540";"Ecole élémentaire Village";"Rhône";"Rue Du 8 Mai 1945";"Public"
"Irigny";"Elem";"ce.0690312p@ac-lyon.fr";"69540";"Ecole élémentaire Hilaire Dunand";"Rhône";"22 Avenue De Verdun";"Public"
"Lyon 2e  Arrondissement";"Elem";"ce.0690349e@ac-lyon.fr";"69002";"Ecole élémentaire Condé";"Rhône";"44 Rue De Condé";"Public"
"Chambost-Allières";"Elem";"ce.0690355l@ac-lyon.fr";"69870";"Ecole primaire";"Rhône";"2320 Route De L'Azergues";"Public"
"Saint-Nizier-d'Azergues";"Elem";"ce.0690367z@ac-lyon.fr";"69870";"Ecole primaire";"Rhône";"143 Route Des Ecoliers, Le Bourg";"Public"
"Villeurbanne";"Elem";"ce.0690382r@ac-lyon.fr";"69100";"Ecole élémentaire Ernest Renan A";"Rhône";"365 Cours Emile Zola";"Public"
"Lyon 9e  Arrondissement";"Elem";"ce.0690406s@ac-lyon.fr";"69009";"Ecole élémentaire de La Gare d'Eau";"Rhône";"22 Rue De Saint Cyr";"Public"
"Bron";"Mater";"ce.0690452s@ac-lyon.fr";"69500";"Ecole maternelle Alsace Lorraine";"Rhône";"9 Rue Du 11 Novembre";"Public"
"Givors";"Mater";"ce.0690459z@ac-lyon.fr";"69700";"Ecole maternelle Paul Langevin";"Rhône";"15 Ter Route D'Echalas, La Haute Freydiere";"Public"
"Caluire-et-Cuire";"Mater";"ce.0690468j@ac-lyon.fr";"69300";"Ecole maternelle Jean Jaurès";"Rhône";"40 Rue Nuzilly";"Public"
"Vaulx-en-Velin";"Mater";"ce.0690503x@ac-lyon.fr";"69120";"Ecole maternelle Ambroise Croizat";"Rhône";"83 Avenue Roger Salengro";"Public"
"Vaulx-en-Velin";"Mater";"ce.0690504y@ac-lyon.fr";"69120";"Ecole maternelle Frédéric Mistral";"Rhône";"3 Rue Stalingrad";"Public"
"Craponne";"Elem";"ce.0690732w@ac-lyon.fr";"69290";"Ecole élémentaire Centre";"Rhône";"Rue Des Terres Plates";"Public"
"Grézieu-la-Varenne";"Elem";"ce.0690738c@ac-lyon.fr";"69290";"Ecole élémentaire Georges Lamarque";"Rhône";"Grand'Rue";"Public"
"Saint-Clément-sur-Valsonne";"Elem";"ce.0690768k@ac-lyon.fr";"69170";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Givors";"Elem";"ce.0690791k@ac-lyon.fr";"69700";"Ecole élémentaire Picard-Liauthaud";"Rhône";"14 Rue Joseph Liauthaud";"Public"
"Grigny-sur-Rhône";"Elem";"ce.0690800v@ac-lyon.fr";"69520";"Ecole élémentaire Irène Joliot Curie";"Rhône";"1 Rue André Mayer, Bel Air";"Public"
"Lyon 4e  Arrondissement";"Elem";"ce.0690834g@ac-lyon.fr";"69004";"Ecole élémentaire d'application Joseph Cornier B";"Rhône";"23 Rue Jacquard";"Public"
"Fontaines-Saint-Martin";"Elem";"ce.0690847w@ac-lyon.fr";"69270";"Ecole élémentaire Roger Gavage";"Rhône";"90 Rue Des Prolières";"Public"
"Saint-Germain-au-Mont-d'Or";"Elem";"ce.0690858h@ac-lyon.fr";"69650";"Ecole élémentaire Françoise Dolto";"Rhône";"6 Chemin De Maintenue";"Public"
"Bagnols";"Elem";"ce.0690862m@ac-lyon.fr";"69620";"Ecole primaire";"Rhône";"746 Rue De La Pompe";"Public"
"Légny";"Elem";"ce.0690873z@ac-lyon.fr";"69620";"Ecole primaire Les Petits Elginois";"Rhône";"Le Bourg";"Public"
"Létra";"Elem";"ce.0690874a@ac-lyon.fr";"69620";"Ecole primaire Albert Jacquard";"Rhône";"26 Chemin Des Ecoliers";"Public"
"Val d'Oingt";"Elem";"ce.0690876c@ac-lyon.fr";"69620";"Ecole primaire Gaspard Riche De Prony";"Rhône";"69 Chemin Des Ecoliers, Oingt";"Public"
"Vénissieux";"Elem";"ce.0690909n@ac-lyon.fr";"69200";"Ecole élémentaire Moulin à Vent";"Rhône";"30 Rue Louise Michel";"Public"
"Charbonnières-les-Bains";"Elem";"ce.0690927h@ac-lyon.fr";"69260";"Ecole primaire Bernard Paday";"Rhône";"2 Avenue Alexis Brevet";"Public"
"Taponas";"Elem";"ce.0690940x@ac-lyon.fr";"69220";"Ecole primaire Jean-Baptiste Saint Genis";"Rhône";"41 Impasse Saint Genis, Le Bourg";"Public"
"Régnié-Durette";"Elem";"ce.0690973h@ac-lyon.fr";"69430";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Marchampt";"Elem";"ce.0690977m@ac-lyon.fr";"69430";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Chiroubles";"Elem";"ce.0690989a@ac-lyon.fr";"69115";"Ecole primaire Geminée";"Rhône";"Le Bourg";"Public"
"Chénas";"Elem";"ce.0690991c@ac-lyon.fr";"69840";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Les Ardillats";"Elem";"ce.0690997j@ac-lyon.fr";"69430";"Ecole primaire";"Rhône";"Le Bourg";"Public"
"Deux-Grosnes";"Mater";"ce.0691006u@ac-lyon.fr";"69860";"Ecole maternellle publique";"Rhône";"56 Route De St Igny De Vers, St Christophe";"Public"
"Lyon 5e  Arrondissement";"Mater";"ce.0691037c@ac-lyon.fr";"69005";"Ecole maternelle Ferdinand Buisson";"Rhône";"15 Rue De La Favorite";"Public"
"Lyon 4e  Arrondissement";"Mater";"ce.0691049r@ac-lyon.fr";"69004";"Ecole maternelle d'application Gros Cailloux";"Rhône";"169 Boulevard De La Croix Rousse";"Public"
"Lyon 4e  Arrondissement";"Mater";"ce.0691050s@ac-lyon.fr";"69004";"Ecole maternelle Commandant Arnaud";"Rhône";"2 Place Commandant Arnaud";"Public"
"Saint-Julien";"Elem";"ce.0691108e@ac-lyon.fr";"69640";"Ecole primaire Claude Bernard";"Rhône";"Le Bourg";"Public"
"Villefranche-sur-Saône";"Elem";"ce.0691124x@ac-lyon.fr";"69400";"Ecole primaire  Monnet Rolland";"Rhône";"61 Avenue Du Promenoir";"Public"
"Tarare";"Mater";"ce.0691137l@ac-lyon.fr";"69170";"Ecole maternelle Le Serroux";"Rhône";"Rue Duperray Chol";"Public"
"Thizy-les-Bourgs";"Mater";"ce.0691144u@ac-lyon.fr";"69240";"Ecole maternelle Le Coquillage";"Rhône";"4 Rue Du Petit Vessin";"Public"
"Lyon 8e  Arrondissement";"Mater";"ce.0691161m@ac-lyon.fr";"69008";"Ecole maternelle Paul-Emile Victor";"Rhône";"14 Rue Léo Et Maurice Trouilhet";"Public"
"Lyon 8e  Arrondissement";"Mater";"ce.0691163p@ac-lyon.fr";"69008";"Ecole maternelle Jean Mermoz B";"Rhône";"194 Boulevard Pinel";"Public"
"Lyon 8e  Arrondissement";"Mater";"ce.0691164r@ac-lyon.fr";"69008";"Ecole maternelle Louis Pasteur";"Rhône";"209 Avenue Général Frère";"Public"
"Lyon 8e  Arrondissement";"Mater";"ce.0691172z@ac-lyon.fr";"69008";"Ecole maternelle Philibert Delorme";"Rhône";"42 Rue Audibert Et Lavirotte";"Public"
"Lyon 8e  Arrondissement";"Mater";"ce.0691173a@ac-lyon.fr";"69008";"Ecole maternelle Jean Macé";"Rhône";"2 Place Général André";"Public"
"Lyon 6e  Arrondissement";"Mater";"ce.0691182k@ac-lyon.fr";"69006";"Ecole maternelle Jean Rostand";"Rhône";"41 Rue Tête D'Or";"Public"
"Villefranche-sur-Saône";"Mater";"ce.0691196a@ac-lyon.fr";"69400";"Ecole maternelle Anne de Beaujeu";"Rhône";"58 Rue De La Liberté";"Public"
"Villeurbanne";"Mater";"ce.0691210r@ac-lyon.fr";"69100";"Ecole maternelle Anatole France";"Rhône";"128 Rue Anatole France";"Public"
"Villeurbanne";"Mater";"ce.0691211s@ac-lyon.fr";"69100";"Ecole maternelle Jules Guesde";"Rhône";"55 Rue Jules Guesde";"Public"
"Villeurbanne";"Mater";"ce.0691217y@ac-lyon.fr";"69100";"Ecole maternelle Château Gaillard";"Rhône";"20 Rue Montgolfier";"Public"
"Bron";"Elem";"ce.0691219a@ac-lyon.fr";"69500";"Ecole élémentaire Pierre Cot";"Rhône";"7 Rue Marcel Bramet";"Public"
"Chasselay";"Elem";"ce.0691233r@ac-lyon.fr";"69380";"Ecole primaire La Fontaine";"Rhône";"57 Route De Saint Germain";"Public"
"Les Chères";"Elem";"ce.0691235t@ac-lyon.fr";"69380";"Ecole primaire d' Europe";"Rhône";"1 Rue De La Mairie";"Public"
"Dardilly";"Elem";"ce.0691241z@ac-lyon.fr";"69570";"Ecole primaire Le Grégoire";"Rhône";"42 Chemin De Parsonge";"Public"
"Lyon 1er Arrondissement";"Elem";"ce.0691300n@ac-lyon.fr";"69001";"Ecole primaire d'application Victor Hugo";"Rhône";"5 Impasse Flesselles";"Public"
"Thizy-les-Bourgs";"Elem";"ce.0691330w@ac-lyon.fr";"69240";"Ecole primaire de Marnand";"Rhône";"15 Route De Marnand";"Public"
"Montromant";"Elem";"ce.0691356z@ac-lyon.fr";"69610";"Ecole primaire";"Rhône";"23 Rue Du Verger, Le Bourg";"Public"
"Chabanière";"Elem";"ce.0691382c@ac-lyon.fr";"69440";"Ecole primaire";"Rhône";"12 Route De Riverie, Saint Sorlin";"Public"
"Ambérieux";"Elem";"ce.0691387h@ac-lyon.fr";"69480";"Ecole primaire Gilbert Debrabant";"Rhône";"46 Rue Saint Hubert";"Public"
"Lachassagne";"Elem";"ce.0691418s@ac-lyon.fr";"69480";"Ecole primaire Jean Etienne";"Rhône";"500 Route Des Crêtes";"Public"
"Saint-Pierre-la-Palud";"Elem";"ce.0691443u@ac-lyon.fr";"69210";"Ecole primaire des Petits Mineurs";"Rhône";"1 Rue Sainte Barbe";"Public"
"Sourcieux-les-Mines";"Elem";"ce.0691449a@ac-lyon.fr";"69210";"Ecole primaire de la Source";"Rhône";"75 Rue Pierre Vérissel";"Public"
"Saint-Priest";"Mater";"ce.0691540z@ac-lyon.fr";"69800";"Ecole maternelle Jules Ferry";"Rhône";"6 Rue Rhin Et Danube";"Public"
"Pusignan";"Elem";"ce.0691554p@ac-lyon.fr";"69330";"Ecole élémentaire Jean de La Fontaine";"Rhône";"2 Place De Schonwald";"Public"
"Meyzieu";"Elem";"ce.0691571h@ac-lyon.fr";"69330";"Ecole primaire Condorcet";"Rhône";"6 Allée Condorcet";"Public"
"Feyzin";"Elem";"ce.0691588b@ac-lyon.fr";"69320";"Ecole primaire du Plateau";"Rhône";"1 Place De L'Eglise";"Public"
"Rillieux-la-Pape";"Elem";"ce.0691619k@ac-lyon.fr";"69140";"Ecole primaire Les Brosses";"Rhône";"163 Route De Genève";"Public"
"Rillieux-la-Pape";"Elem";"ce.0691621m@ac-lyon.fr";"69140";"Ecole primaire Canellas";"Rhône";"Place Canellas";"Public"
"Montanay";"Elem";"ce.0691629w@ac-lyon.fr";"69250";"Ecole élémentaire Louis Guillemot";"Rhône";"116 Rue Centrale";"Public"
"Villefranche-sur-Saône";"Elem";"ce.0691790w@ac-lyon.fr";"69400";"Ecole primaire Jacques Prévert";"Rhône";"955 Rue Pierre Montet";"Public"
"Saint-Priest";"Elem";"ce.0691820d@ac-lyon.fr";"69800";"Ecole primaire Honoré de Balzac";"Rhône";"59 Rue Louis Braille";"Public"
"Vaulx-en-Velin";"Mater";"ce.0691823g@ac-lyon.fr";"69120";"Ecole maternelle Anatole France";"Rhône";"32 Rue Anatole France";"Public"
"Chassieu";"Mater";"ce.0691873l@ac-lyon.fr";"69680";"Ecole maternelle Louis Pergaud";"Rhône";"1 Rue Louis Pergaud";"Public"
"Lyon 8e  Arrondissement";"Elem";"ce.0691972u@ac-lyon.fr";"69008";"Ecole primaire privée Notre Dame de l'Assomption";"Rhône";"8 Rue Hugues Guérin";"Privé"
"Lyon 4e  Arrondissement";"Elem";"ce.0691999y@ac-lyon.fr";"69004";"Ecole primaire privée Saint Denis";"Rhône";"7 Rue Hénon";"Privé"
"Lyon 6e  Arrondissement";"Elem";"ce.0692009j@ac-lyon.fr";"69006";"Ecole primaire privée Saint Nom de Jésus";"Rhône";"95 Rue Tête D'Or";"Privé"
"Neuville-sur-Saône";"Elem";"ce.0692021x@ac-lyon.fr";"69250";"Ecole primaire privée Notre Dame de Bellegarde";"Rhône";"22 Avenue Gambetta";"Privé"
"Lyon 8e  Arrondissement";"Elem";"ce.0692024a@ac-lyon.fr";"69008";"Ecole primaire privée La Xaviere";"Rhône";"252 Route De Vienne";"Privé"
"Belleville-en-Beaujolais";"Elem";"ce.0692031h@ac-lyon.fr";"69220";"Ecole primaire privée Notre-Dame";"Rhône";"5 Rue Du Docteur Duplant";"Privé"
"Villefranche-sur-Saône";"Elem";"ce.0692040t@ac-lyon.fr";"69652";"Ecole primaire privée Notre Dame de Mongré";"Rhône";"276 Avenue Saint-Exupéry, Bp 30416";"Privé"
"Vindry-sur-Turdine";"Elem";"ce.0692091y@ac-lyon.fr";"69490";"Ecole primaire privée Sainte Anne";"Rhône";"16 Rue Pierre Morel";"Privé"
