"commune";"type_ecole";"mail";"code_postal";"nom_etablissement";"departement";"adresse";"statut"
"Villeneuve-sur-Yonne";"Elem";"ce.0890734p@ac-dijon.fr";"89500";"Ecole élémentaire Joubert";"Yonne";"2 Rue De La Commanderie";"Public"
"Valravillon";"Elem";"ce.0890745b@ac-dijon.fr";"89110";"Ecole primaire";"Yonne";"7 Rue De La Laye, Laduz";"Public"
"Saint-Maurice-le-Vieil";"Elem";"ce.0890752j@ac-dijon.fr";"89110";"Ecole élémentaire";"Yonne";"Place De La Mairie";"Public"
"Champignelles";"Elem";"ce.0890764x@ac-dijon.fr";"89350";"Ecole primaire";"Yonne";"Rue Arsène Duguyot";"Public"
"Villeneuve-la-Guyard";"Elem";"ce.0890826p@ac-dijon.fr";"89340";"Ecole élémentaire Jean-Baptiste Chauveau";"Yonne";"19 Faubourg De Paris";"Public"
"Sens";"Elem";"ce.0890844j@ac-dijon.fr";"89100";"Ecole élémentaire groupe Paul Bert";"Yonne";"2 Rue François Mauriac";"Public"
"Auxerre";"Mater";"ce.0890847m@ac-dijon.fr";"89000";"Ecole maternelle Courbet";"Yonne";"12 Rue Fragonard";"Public"
"Villeneuve-la-Guyard";"Mater";"ce.0890907c@ac-dijon.fr";"89340";"Ecole maternelle Rosa Bonheur";"Yonne";"7 Rue Antoine De Saint-Exupéry";"Public"
"Saint-Martin-du-Tertre";"Elem";"ce.0890928a@ac-dijon.fr";"89100";"Ecole élémentaire Jules Ferry";"Yonne";"2  Grande Rue";"Public"
"Châtel-Censoir";"Elem";"ce.0890931d@ac-dijon.fr";"89660";"Ecole primaire";"Yonne";"Route De La Chatonnière";"Public"
"Perceneige";"Elem";"ce.0890967t@ac-dijon.fr";"89260";"Ecole primaire";"Yonne";"16 Rue Des Lauriers";"Public"
"Tonnerre";"Elem";"ce.0890974a@ac-dijon.fr";"89700";"Ecole primaire Les lices";"Yonne";"45 Rue Des Lices";"Public"
"Cheny";"Mater";"ce.0890988r@ac-dijon.fr";"89400";"Ecole maternelle Bouskidou";"Yonne";"Rue De La Lampe";"Public"
"Perrigny";"Mater";"ce.0890994x@ac-dijon.fr";"89000";"Ecole maternelle";"Yonne";"5 Rue Des Ecoles";"Public"
"Sens";"Elem";"ce.0891019z@ac-dijon.fr";"89100";"Ecole élémentaire Pierre Larousse";"Yonne";"4 Rue Edmond Michelet";"Public"
"Champs-sur-Yonne";"Elem";"ce.0891021b@ac-dijon.fr";"89290";"Ecole élémentaire";"Yonne";"33  Grande Rue";"Public"
"Chevannes";"Mater";"ce.0891052k@ac-dijon.fr";"89240";"Ecole maternelle";"Yonne";"14 Rue Des Ecoles";"Public"
"Soucy";"Mater";"ce.0891084v@ac-dijon.fr";"89100";"Ecole maternelle Jehan Cousin";"Yonne";"2 Rue Du Vallon";"Public"
"Véron";"Elem";"ce.0891116e@ac-dijon.fr";"89510";"Ecole élémentaire";"Yonne";"2 Rue De La Fontaine";"Public"
"Lucy-le-Bois";"Mater";"ce.0891126r@ac-dijon.fr";"89200";"Ecole maternelle";"Yonne";"Place De La Mairie";"Public"
"Sauvigny-le-Bois";"Elem";"ce.0891144k@ac-dijon.fr";"89200";"ECOLE PRIMAIRE PUBLIQUE";"Yonne";"2 Rue Du Crot Courtois";"Public"
"Chamvres";"Mater";"ce.0891145l@ac-dijon.fr";"89300";"Ecole maternelle";"Yonne";"1 Place De La Mairie";"Public"
"Villiers-Saint-Benoît";"Elem";"ce.0891158a@ac-dijon.fr";"89130";"Ecole maternelle";"Yonne";"Rue Marie Guillemot";"Public"
"Saint-Martin-du-Tertre";"Mater";"ce.0891173s@ac-dijon.fr";"89100";"Ecole maternelle Louise Michel";"Yonne";"1  Rue Des Celliers";"Public"
"Courlon-sur-Yonne";"Elem";"ce.0891180z@ac-dijon.fr";"89140";"Ecole primaire Jacques Prévert";"Yonne";"Place De La Mairie";"Public"
"Cornant";"Elem";"ce.0891203z@ac-dijon.fr";"89500";"Ecole primaire";"Yonne";"3 Rue De L'Ecole";"Public"
"Sainpuits";"Mater";"ce.0891257h@ac-dijon.fr";"89520";"Ecole maternelle";"Yonne";"Place Charles De Gaulle";"Public"
"Mailly-la-Ville";"Elem";"ce.0891272z@ac-dijon.fr";"89270";"Ecole primaire";"Yonne";"Rue De La Gare";"Public"
"Noyers";"Elem";"ce.0891275c@ac-dijon.fr";"89310";"Ecole primaire";"Yonne";"1 Chemin Du Pré De L'Horloge";"Public"
"Saint-Maurice-aux-Riches-Hommes";"Mater";"ce.0891296a@ac-dijon.fr";"89190";"Ecole maternelle";"Yonne";"1  Place De L'Ecole";"Public"
"Meroux-Moval";"Elem";"ce.0900080y@ac-besancon.fr";"90400";"Ecole élémentaire";"Territoire de Belfort";"1 Place De La Mairie, Meroux";"Public"
"Giromagny";"Mater";"ce.0900093m@ac-besancon.fr";"90200";"Ecole maternelle du Chantoiseau";"Territoire de Belfort";"15 Rue Des Ecoles";"Public"
"Grandvillars";"Mater";"ce.0900096r@ac-besancon.fr";"90600";"Ecole maternelle";"Territoire de Belfort";"6 Rue De Magny";"Public"
"Croix";"Elem";"ce.0900141p@ac-besancon.fr";"90100";"Ecole élémentaire";"Territoire de Belfort";"22 Rue Principale";"Public"
"Delle";"Elem";"ce.0900152b@ac-besancon.fr";"90100";"Ecole élémentaire Marronniers";"Territoire de Belfort";"Rue Des Ecoles";"Public"
"Denney";"Elem";"ce.0900153c@ac-besancon.fr";"90160";"Ecole élémentaire";"Territoire de Belfort";"74 Grande Rue Grande Rue";"Public"
"Florimont";"Elem";"ce.0900170w@ac-besancon.fr";"90100";"Ecole primaire";"Territoire de Belfort";"3 Rue Principale - Cidex 790";"Public"
"Châtenois-les-Forges";"Mater";"ce.0900189s@ac-besancon.fr";"90700";"Ecole maternelle Françoise Dolto";"Territoire de Belfort";"24 Bis Voie Du Tramway";"Public"
"Chavanatte";"Elem";"ce.0900194x@ac-besancon.fr";"90100";"Ecole élémentaire";"Territoire de Belfort";"21 Rue Principale";"Public"
"Belfort";"Elem";"ce.0900210p@ac-besancon.fr";"90000";"Ecole élémentaire Raymond Aubert";"Territoire de Belfort";"25 Rue De La 1Ère Armée Française";"Public"
"Lacollonge";"Elem";"ce.0900233p@ac-besancon.fr";"90150";"Ecole élémentaire";"Territoire de Belfort";"Rue De La Mairie";"Public"
"Beaucourt";"Mater";"ce.0900299l@ac-besancon.fr";"90500";"Ecole maternelle Les Canetons";"Territoire de Belfort";"28 Rue Du Docteur Julg";"Public"
"Belfort";"Elem";"ce.0900316e@ac-besancon.fr";"90000";"Ecole élémentaire Emile Géhant";"Territoire de Belfort";"13 Avenue Des Frères Lumière";"Public"
"Essert";"Elem";"ce.0900320j@ac-besancon.fr";"90850";"Ecole primaire Haroun Tazieff";"Territoire de Belfort";"Rue De Lattre De Tassigny";"Public"
"Argiésans";"Mater";"ce.0900352u@ac-besancon.fr";"90800";"Ecole maternelle";"Territoire de Belfort";"9 Rue Du Pâquis";"Public"
"Suarce";"Mater";"ce.0900390k@ac-besancon.fr";"90100";"Ecole maternelle";"Territoire de Belfort";"8 Rue D'Alsace";"Public"
"Argiésans";"Elem";"ce.0900402y@ac-besancon.fr";"90800";"Ecole élémentaire";"Territoire de Belfort";"9 Rue Du Pâquis";"Public"
"Belfort";"Elem";"ce.0900422v@ac-besancon.fr";"90000";"Ecole élémentaire Jules Heidet";"Territoire de Belfort";"4 Place Des Bourgeois";"Public"
"Abbévillers";"Elem";"ce.0250096u@ac-besancon.fr";"25310";"Ecole primaire";"Doubs";"2 Rue De La Tuilerie";"Public"
"Aïssey";"Elem";"ce.0250101z@ac-besancon.fr";"25360";"Ecole primaire";"Doubs";"3 Rue De La Mairie";"Public"
"Arbouans";"Elem";"ce.0250113m@ac-besancon.fr";"25400";"Ecole primaire";"Doubs";"12 Rue Des Ecoles";"Public"
"Badevel";"Elem";"ce.0250156j@ac-besancon.fr";"25490";"Ecole primaire les Ecureuils";"Doubs";"16 Grande Rue";"Public"
"Besançon";"Elem";"ce.0250242c@ac-besancon.fr";"25000";"Ecole élémentaire Arènes";"Doubs";"67 Rue D'Arènes";"Public"
"Bethoncourt";"Mater";"ce.0250284y@ac-besancon.fr";"25200";"Ecole maternelle Victor Hugo";"Doubs";"Rue Buffon";"Public"
"Bourguignon";"Elem";"ce.0250315g@ac-besancon.fr";"25150";"Ecole primaire";"Doubs";"Rue Des Ecoles";"Public"
"Champlive";"Elem";"ce.0250346r@ac-besancon.fr";"25360";"Ecole primaire intercommunale";"Doubs";"8 Grande Rue";"Public"
"Charnay";"Elem";"ce.0250354z@ac-besancon.fr";"25440";"Ecole primaire";"Doubs";"44 Route Du Village";"Public"
"Dambelin";"Mater";"ce.0250409j@ac-besancon.fr";"25150";"Ecole maternelle";"Doubs";"Rue Du Recteur Marcel Prélot";"Public"
"Brognard";"Elem";"ce.0250410k@ac-besancon.fr";"25600";"Ecole primaire des Trois FONTAINES";"Doubs";"25 Rue De La Croze";"Public"
"Etupes";"Mater";"ce.0250458m@ac-besancon.fr";"25460";"Ecole maternelle Louis Pergaud";"Doubs";"1 Rue Louis Pergaud";"Public"
"Fourg";"Elem";"ce.0250490x@ac-besancon.fr";"25440";"Ecole primaire";"Doubs";"Place De La Mairie";"Public"
"Geneuille";"Elem";"ce.0250510u@ac-besancon.fr";"25870";"Ecole primaire Jean-Claude Cuenot";"Doubs";"Rue Du Chenil";"Public"
"Gennes";"Elem";"ce.0250512w@ac-besancon.fr";"25660";"Ecole primaire";"Doubs";"1 Rue De L'Ecole";"Public"
"Gonsans";"Elem";"ce.0250522g@ac-besancon.fr";"25360";"Ecole primaire";"Doubs";"4 Rue Sur La Combe";"Public"
"Longevelle-sur-Doubs";"Elem";"ce.0250621p@ac-besancon.fr";"25260";"Ecole primaire";"Doubs";"Rue Du Chanois";"Public"
"Loray";"Elem";"ce.0250625u@ac-besancon.fr";"25390";"Ecole primaire";"Doubs";"3 Rue De La Fontaine Ronde";"Public"
"Malbuisson";"Elem";"ce.0250640k@ac-besancon.fr";"25160";"Ecole primaire intercommunale Louis Thibert";"Doubs";"52 Grande Rue";"Public"
"Moncey";"Elem";"ce.0250664l@ac-besancon.fr";"25870";"Ecole primaire Camille Picard";"Doubs";"Rue De L'Ecole";"Public"
"Montrond-le-Château";"Elem";"ce.0250717u@ac-besancon.fr";"25660";"Ecole primaire Intercommunale";"Doubs";"4 Rue De La Mairie";"Public"
"Les Premiers Sapins";"Elem";"ce.0250737r@ac-besancon.fr";"25580";"Ecole des Premiers Sapins";"Doubs";"2 Rue Hugonnot";"Public"
"Nommay";"Elem";"ce.0250742w@ac-besancon.fr";"25600";"Ecole primaire";"Doubs";"Rue Frédéric Bataille";"Public"
"Oye-et-Pallet";"Elem";"ce.0250760r@ac-besancon.fr";"25160";"Ecole primaire intercommunale";"Doubs";"17 Rue Des Ecoles";"Public"
"Chay";"Elem";"ce.0250761s@ac-besancon.fr";"25440";"Ecole primaire";"Doubs";"64 Rue Principale";"Public"
"Pontarlier";"Elem";"ce.0250783r@ac-besancon.fr";"25300";"Ecole primaire Joliot Curie";"Doubs";"11 Rue De La Libération";"Public"
"Rémondans-Vaivre";"Elem";"ce.0250821g@ac-besancon.fr";"25150";"Ecole élémentaire";"Doubs";"6 Rue De La Mairie";"Public"
"Sochaux";"Mater";"ce.0250889f@ac-besancon.fr";"25600";"Ecole maternelle Centre";"Doubs";"Rue Du 14 Juillet";"Public"
"Valentigney";"Elem";"ce.0250920p@ac-besancon.fr";"25700";"Ecole élémentaire Pezole";"Doubs";"Rue César Frank";"Public"
"Villars-sous-Dampjoux";"Elem";"ce.0250964m@ac-besancon.fr";"25190";"Ecole primaire";"Doubs";"1 Rue Du Commerce";"Public"
"Villeneuve-d'Amont";"Elem";"ce.0250970u@ac-besancon.fr";"25270";"Ecole primaire";"Doubs";"2 Place De La Mairie";"Public"
"Dampierre-les-Bois";"Mater";"ce.0251101l@ac-besancon.fr";"25490";"Ecole maternelle";"Doubs";"3 Bis Rue Du Monument";"Public"
"Arc-et-Senans";"Elem";"ce.0251133w@ac-besancon.fr";"25610";"Ecole primaire privée Saint Bénigne";"Doubs";"3 Rue De La Fromagerie";"Privé"
"Belleherbe";"Elem";"ce.0251142f@ac-besancon.fr";"25380";"Ecole primaire privée Notre-Dame";"Doubs";"2 Rue De La Combe";"Privé"
"Besançon";"Mater";"ce.0251218n@ac-besancon.fr";"25000";"Ecole maternelle Tristan Bernard";"Doubs";"87 Rue De Chalezeule";"Public"
"La Rivière-Drugeon";"Elem";"ce.0251226x@ac-besancon.fr";"25560";"Ecole élémentaire intercommunale Vallée du Drugeon";"Doubs";"7 Route De Creuse";"Public"
"Rougemont";"Elem";"ce.0251227y@ac-besancon.fr";"25680";"Ecole élémentaire du Breuil";"Doubs";"4 Rue Léon Belz";"Public"
"Saint-Hippolyte";"Elem";"ce.0251231c@ac-besancon.fr";"25190";"Ecole élémentaire";"Doubs";"3 Rue De Saint Ursanne";"Public"
"Labergement-Sainte-Marie";"Elem";"ce.0251251z@ac-besancon.fr";"25160";"Ecole primaire privée Sainte Jeanne Antide";"Doubs";"5  Grande Rue";"Privé"
"Levier";"Elem";"ce.0251252a@ac-besancon.fr";"25270";"Ecole primaire privée Sainte Jeanne d'Arc";"Doubs";"17 Rue De Pontarlier";"Privé"
"Arc-et-Senans";"Elem";"ce.0251266r@ac-besancon.fr";"25610";"Ecole primaire";"Doubs";"26C Grande Rue";"Public"
"Pirey";"Elem";"ce.0251278d@ac-besancon.fr";"25480";"Ecole primaire privée François Cartannaz";"Doubs";"62 Rue Du Collège";"Privé"
"Le Russey";"Elem";"ce.0251281g@ac-besancon.fr";"25210";"Ecole primaire privée de L'Immaculée-Conception";"Doubs";"15 Place Parrenin";"Privé"
"Besançon";"Mater";"ce.0251298a@ac-besancon.fr";"25000";"Ecole maternelle Ile de France";"Doubs";"6 Rue De Malines";"Public"
"Arc-sous-Cicon";"Elem";"ce.0251307k@ac-besancon.fr";"25520";"Ecole primaire";"Doubs";"Place De La Mairie";"Public"
"Mandeure";"Elem";"ce.0251321a@ac-besancon.fr";"25350";"Ecole primaire privée";"Doubs";"24 Rue De L'Eglise";"Privé"
"Morteau";"Elem";"ce.0251334p@ac-besancon.fr";"25500";"Ecole élémentaire Centre";"Doubs";"1 Place De La Halle";"Public"
"Besançon";"Elem";"ce.0251347d@ac-besancon.fr";"25000";"Ecole primaire privée Sainte Colette";"Doubs";"8 Boulevard Diderot";"Privé"
"Besançon";"Mater";"ce.0251357p@ac-besancon.fr";"25000";"Ecole maternelle Saint-Exupéry";"Doubs";"36 Rue De Savoie";"Public"
"Montbéliard";"Mater";"ce.0251362v@ac-besancon.fr";"25200";"Ecole maternelle Jean Moulin";"Doubs";"1 Rue Vivaldi";"Public"
"Besançon";"Elem";"ce.0251380p@ac-besancon.fr";"25000";"Ecole élémentaire Henri Fertet";"Doubs";"Chemin Des Echenoz De Velotte";"Public"
"Bart";"Elem";"ce.0251412z@ac-besancon.fr";"25420";"Ecole élémentaire Jules Ferry";"Doubs";"13 Rue Des Ecoles";"Public"
"Charquemont";"Mater";"ce.0251418f@ac-besancon.fr";"25140";"Ecole maternelle";"Doubs";"3 Rue Cuvier";"Public"
"Châtillon-le-Duc";"Elem";"ce.0251419g@ac-besancon.fr";"25870";"Ecole élémentaire Bellevue";"Doubs";"43 Rue De Bellevue";"Public"
"Montbéliard";"Mater";"ce.0251423l@ac-besancon.fr";"25200";"Ecole maternelle Claude Debussy";"Doubs";"58 Rue Claude Debussy";"Public"
"Valdahon";"Elem";"ce.0251429t@ac-besancon.fr";"25800";"Ecole élémentaire Saint-Exupéry";"Doubs";"12 Rue De L'Eglise";"Public"
"Thise";"Mater";"ce.0251453u@ac-besancon.fr";"25220";"Ecole maternelle";"Doubs";"34 Rue De Besançon";"Public"
"Roche-lez-Beaupré";"Mater";"ce.0251515l@ac-besancon.fr";"25220";"Ecole maternelle Dolto";"Doubs";"3 Bis Rue De L'Eglise";"Public"
"Besançon";"Mater";"ce.0251538l@ac-besancon.fr";"25000";"Ecole maternelle Fribourg";"Doubs";"11 Rue De Fribourg";"Public"
"Besançon";"Elem";"ce.0251547w@ac-besancon.fr";"25000";"Ecole primaire Condorcet";"Doubs";"41 Rue Du Muguet";"Public"
"Valentigney";"Mater";"ce.0251575b@ac-besancon.fr";"25700";"Ecole maternelle Bruyères";"Doubs";"6 Rue De Natetre";"Public"
"Besançon";"Elem";"ce.0251578e@ac-besancon.fr";"25000";"Ecole élémentaire Bregille Plateau";"Doubs";"10  Rue Du Docteur Heitz";"Public"
"Besançon";"Elem";"ce.0251617x@ac-besancon.fr";"25000";"Ecole élémentaire Pierre et Marie Curie";"Doubs";"2 Rue Des Lilas";"Public"
"La Cluse-et-Mijoux";"Elem";"ce.0251618y@ac-besancon.fr";"25300";"Ecole primaire";"Doubs";"19 Rue Le Frambourg";"Public"
"Besançon";"Mater";"ce.0251625f@ac-besancon.fr";"25000";"Ecole maternelle Durer Albrecht";"Doubs";"2 Rue Albrecht Durer";"Public"
"Avanne-Aveney";"Elem";"ce.0251645c@ac-besancon.fr";"25720";"Ecole Du Pont Bleu";"Doubs";"7 Rue De L'Eglise";"Public"
"Besançon";"Elem";"ce.0251661v@ac-besancon.fr";"25000";"Ecole élémentaire La Viotte";"Doubs";"1  Chemin Francais";"Public"
"Orchamps-Vennes";"Mater";"ce.0251668c@ac-besancon.fr";"25390";"Ecole maternelle";"Doubs";"1  Place Saint Pierre";"Public"
"Montbéliard";"Elem";"ce.0251688z@ac-besancon.fr";"25200";"Ecole élémentaire Fossés";"Doubs";"15 Avenue Wilson";"Public"
"Vieux-Charmont";"Elem";"ce.0251691c@ac-besancon.fr";"25600";"Ecole élémentaire Jean Moulin";"Doubs";"10 Rue D'Es Coutey";"Public"
"Bavans";"Elem";"ce.0251718g@ac-besancon.fr";"25550";"Ecole élémentaire Claire Radreau";"Doubs";"Rue Des Anémones";"Public"
"Montbéliard";"Elem";"ce.0251725p@ac-besancon.fr";"25200";"Ecole élémentaire Citadelle";"Doubs";"6 Rue Paul Pesty";"Public"
"Dasle";"Elem";"ce.0251741g@ac-besancon.fr";"25230";"Ecole primaire La Combotte";"Doubs";"18 Rue De Beaucourt";"Public"
"Montbéliard";"Elem";"ce.0251743j@ac-besancon.fr";"25200";"Ecole primaire Hugo Victor";"Doubs";"16 Boulevard Victor Hugo";"Public"
"Montbéliard";"Elem";"ce.0251752u@ac-besancon.fr";"25200";"Ecole élémentaire Petit Chenois";"Doubs";"27 Rue Du Petit Chênois";"Public"
"Besançon";"Elem";"ce.0251754w@ac-besancon.fr";"25000";"Ecole élémentaire Ile de France";"Doubs";"6 Rue De Malines";"Public"
"Bethoncourt";"Elem";"ce.0251757z@ac-besancon.fr";"25200";"Ecole élémentaire NELSON MANDELA";"Doubs";"1 Rue Buffon";"Public"
"La Tour-de-Sçay";"Elem";"ce.0251854e@ac-besancon.fr";"25640";"Ecole intercommunale de la Bussière";"Doubs";"12 Rue Des Fontaines";"Public"
"Ornans";"Elem";"ce.0251876d@ac-besancon.fr";"25290";"Ecole élémentaire";"Doubs";"2 Allée Du Parc Piffard";"Public"
"Valentigney";"Mater";"ce.0251957s@ac-besancon.fr";"25700";"Ecole maternelle Oehmichen";"Doubs";"1 Rue Des Jardins";"Public"
"Pouilley-Français";"Elem";"ce.0252034a@ac-besancon.fr";"25410";"Ecole Primaire Publique";"Doubs";"1 Place De La Mairie";"Public"
"Dijon";"Mater";"ce.0210101w@ac-dijon.fr";"21000";"ECOLE MATERNELLE VOLTAIRE";"Côte-d'Or";"1  Impasse Des Petites Roches";"Public"
"Dijon";"Mater";"ce.0210107c@ac-dijon.fr";"21000";"ECOLE MATERNELLE OUEST";"Côte-d'Or";"2 Boulevard De L'Ouest";"Public"
"Dijon";"Mater";"ce.0210108d@ac-dijon.fr";"21000";"ECOLE MATERNELLE MONTS DE VIGNES";"Côte-d'Or";"Rue Du Vice Amiral Violette";"Public"
"Dijon";"Mater";"ce.0210113j@ac-dijon.fr";"21000";"ECOLE MATERNELLE MALADIERE";"Côte-d'Or";"8 Rue La Fontaine";"Public"
"Dijon";"Mater";"ce.0210127z@ac-dijon.fr";"21000";"ECOLE MATERNELLE CHAMPOLLION";"Côte-d'Or";"Allée Charles Trenet";"Public"
"Dijon";"Elem";"ce.0210147w@ac-dijon.fr";"21000";"ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES";"Côte-d'Or";"21 Avenue Jean Jaurès";"Public"
"Dijon";"Elem";"ce.0210154d@ac-dijon.fr";"21000";"ECOLE PRIMAIRE APPLICATION CHEVREUL";"Côte-d'Or";"6 Rue Joseph Milsand";"Public"
"Dijon";"Elem";"ce.0210167t@ac-dijon.fr";"21000";"ECOLE ELEMENTAIRE APPLICATION NORD";"Côte-d'Or";"118 Rue De La Préfecture";"Public"
"Couternon";"Elem";"ce.0210207l@ac-dijon.fr";"21560";"ECOLE ELEMENTAIRE PUBLIQUE";"Côte-d'Or";"3 Rue De Dijon";"Public"
"Corpeau";"Elem";"ce.0210219z@ac-dijon.fr";"21190";"ECOLE PRIMAIRE PUBLIQUE LA PERRIERE";"Côte-d'Or";"Rue Truchot";"Public"
"Corgoloin";"Mater";"ce.0210222c@ac-dijon.fr";"21700";"ECOLE MATERNELLE";"Côte-d'Or";"Place De L'Eglise";"Public"
"Corcelles-les-Arts";"Elem";"ce.0210228j@ac-dijon.fr";"21190";"ECOLE PRIMAIRE PUBLIQUE        R.P.I.";"Côte-d'Or";"1 Rue De La Garenne";"Public"
"Chorey-les-Beaune";"Elem";"ce.0210242z@ac-dijon.fr";"21200";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Place De La Mairie";"Public"
"Cessey-sur-Tille";"Elem";"ce.0210298k@ac-dijon.fr";"21110";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"9 Rue De La Louve";"Public"
"Censerey";"Elem";"ce.0210300m@ac-dijon.fr";"21430";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Rue Fontaine Saint-Barthélémy";"Public"
"Brochon";"Elem";"ce.0210313b@ac-dijon.fr";"21220";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"2 Rue Du 8 Mai 1945";"Public"
"Blaisy-Bas";"Elem";"ce.0210342h@ac-dijon.fr";"21540";"ECOLE PRIMAIRE PUBLIQUE";"Côte-d'Or";"Rue Georges Pompidou";"Public"
"Binges";"Elem";"ce.0210346m@ac-dijon.fr";"21270";"ECOLE ELEMENTAIRE PUBLIQUE";"Côte-d'Or";"Chemin Des Longs Journaux";"Public"
"Belleneuve";"Elem";"ce.0210361d@ac-dijon.fr";"21310";"ECOLE ELEMENTAIRE PUBLIQUE";"Côte-d'Or";"6 Rue De Savolles";"Public"
"Arconcey";"Elem";"ce.0210421u@ac-dijon.fr";"21320";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Route Avenir";"Public"
"Villey-sur-Tille";"Elem";"ce.0210460l@ac-dijon.fr";"21120";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Rue Du Château";"Public"
"Vignoles";"Elem";"ce.0210476d@ac-dijon.fr";"21200";"ECOLE PRIMAIRE PUBLIQUE        R.P.I.";"Côte-d'Or";"Rue Jean-Baptiste Boussu";"Public"
"Venarey-les-Laumes";"Elem";"ce.0210499d@ac-dijon.fr";"21150";"ECOLE ELEMENTAIRE PUBLIQUE     JEAN MOULIN";"Côte-d'Or";"1 Rue Alphonse Mairey";"Public"
"Tillenay";"Elem";"ce.0210528k@ac-dijon.fr";"21130";"ECOLE PRIMAIRE PUBLIQUE LE TILLEUL";"Côte-d'Or";"2 Rue De L'Abreuvoir";"Public"
"Thoisy-la-Berchère";"Elem";"ce.0210539x@ac-dijon.fr";"21210";"ECOLE ELEMENTAIRE PUBLIQUE     -";"Côte-d'Or";"Le Village";"Public"
"Spoy";"Elem";"ce.0210555p@ac-dijon.fr";"21120";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Rue Basse";"Public"
"Soirans";"Elem";"ce.0210560v@ac-dijon.fr";"21110";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Grande Rue";"Public"
"Seurre";"Elem";"ce.0210563y@ac-dijon.fr";"21250";"ECOLE ELEMENTAIRE PUBLIQUE     JACQUEMART";"Côte-d'Or";"2 Rue Sainte Claire";"Public"
"Seurre";"Elem";"ce.0210564z@ac-dijon.fr";"21250";"Ecole élémentaire publique Louise Michel";"Côte-d'Or";"Rue Du 19 Mars 1962";"Public"
"Sennecey-lès-Dijon";"Elem";"ce.0210567c@ac-dijon.fr";"21800";"ECOLE ELEMENTAIRE PUBLIQUE     ROLAND BELLEVILLE";"Côte-d'Or";"Square Du Pont De Pierre";"Public"
"Saulx-le-Duc";"Elem";"ce.0210585x@ac-dijon.fr";"21120";"ECOLE PRIMAIRE PUBLIQUE";"Côte-d'Or";"4 Impasse Des Chanoines";"Public"
"Saint-Seine-l'Abbaye";"Elem";"ce.0210609y@ac-dijon.fr";"21440";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"23 Rue Haute";"Public"
"Saint-Julien";"Elem";"ce.0210633z@ac-dijon.fr";"21490";"ECOLE ELEMENTAIRE PUBLIQUE";"Côte-d'Or";"Rue Du Moulin";"Public"
"Saint-Aubin";"Elem";"ce.0210648r@ac-dijon.fr";"21190";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"4 Rue Du Paradis";"Public"
"Puligny-Montrachet";"Mater";"ce.0210688j@ac-dijon.fr";"21190";"ECOLE PRIMAIRE";"Côte-d'Or";"7 Rue Du Meix Pelletier";"Public"
"Meilly-sur-Rouvres";"Elem";"ce.0210827k@ac-dijon.fr";"21320";"ECOLE PRIMAIRE PUBLIQUE        R.P.I.";"Côte-d'Or";"Village";"Public"
"Marsannay-la-Côte";"Elem";"ce.0210837w@ac-dijon.fr";"21160";"ECOLE ELEMENTAIRE PUBLIQUE     PAUL COLNET";"Côte-d'Or";"Place Monseigneur Favier";"Public"
"Magny-Montarlot";"Elem";"ce.0210858u@ac-dijon.fr";"21130";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"22 Grande Rue";"Public"
"Labergement-lès-Auxonne";"Elem";"ce.0210912c@ac-dijon.fr";"21130";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"2 Rue Des Rosières";"Public"
"Izier";"Elem";"ce.0210922n@ac-dijon.fr";"21110";"ECOLE ELEMENTAIRE PUBLIQUE";"Côte-d'Or";"8 Rue De La Rente Blanche";"Public"
"Grancey-le-Château-Neuvelle";"Elem";"ce.0210937e@ac-dijon.fr";"21580";"ECOLE ELEMENTAIRE PUBLIQUE     R.P.I.";"Côte-d'Or";"Place Des Halles";"Public"
"Genlis";"Elem";"ce.0210950u@ac-dijon.fr";"21110";"ECOLE ELEMENTAIRE PUBLIQUE     JULES FERRY";"Côte-d'Or";"16 Rue De La Vanoise";"Public"
"Genlis";"Elem";"ce.0210951v@ac-dijon.fr";"21110";"ECOLE ELEMENTAIRE PUBLIQUE     PAUL BERT";"Côte-d'Or";"33 Avenue Du Général De Gaulle";"Public"
"Franxault";"Elem";"ce.0210958c@ac-dijon.fr";"21170";"Ecole élémentaire publique";"Côte-d'Or";"8 Rue Bossuet";"Public"
